,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
0,World,529180469,337484,6304208,424,499757384,503260,23118877,37952,67889,808.8,0,0,0
1,USA,85241016,0,1029524,0,81764911,0,2446581,2327,254701,3076,1022984286,3056690,334670557
2,India,43142192,0,524507,0,42602714,0,14971,698,30692,373,847499852,602927,1405643436
3,Brazil,30836815,0,665955,0,29885580,0,285280,8318,143151,3092,63776166,296062,215414723
4,France,29391365,0,148005,0,28657685,0,585675,1173,448405,2258,271490188,4141952,65546437
5,Germany,26157826,0,138879,0,24932100,99800,1086847,944,310331,1648,122332384,1451324,84290181
6,UK,22271122,0,178221,0,21863662,0,229239,188,324842,2599,522526476,7621460,68559889
7,Russia,18305973,4580,378609,93,17707077,6705,220287,2300,125338,2592,273400000,1871927,146052700
8,S. Korea,18017923,23938,24029,23,17480328,39533,513566,237,350867,468,15804065,307756,51352557
9,Italy,17288287,0,166127,0,16310440,0,811720,290,286734,2755,219795876,3645411,60293846
10,Turkey,15064507,0,98935,0,14962195,0,3377,975,175059,1150,161801143,1880227,86054032
11,Spain,12280345,0,106105,0,11679931,0,494309,339,262462,2268,471036328,10067246,46788996
12,Vietnam,10712733,1344,43078,2,9414862,2459,1254793,194,108216,435,85814817,866872,98993626
13,Argentina,9178795,0,128825,0,8895999,0,153971,300,199628,2802,35716069,776783,45979494
14,Japan,8671121,29522,30369,32,8313459,35047,327293,103,68958,242,51758893,411618,125744956
15,Netherlands,8080032,1056,22314,4,8018263,1353,39455,38,469591,1297,21107399,1226710,17206513
16,Iran,7230882,293,141293,5,7039342,1806,50247,626,84056,1642,52090424,605530,86024467
17,Australia,7071580,45817,8218,40,6722309,55787,341053,108,271368,315,71452302,2741945,26058980
18,Colombia,6099111,0,139833,0,5930545,0,28733,342,117499,2694,34792844,670282,51907759
19,Indonesia,6053424,315,156553,5,5893860,232,3011,2771,21698,561,98357716,352550,278989294
20,Poland,6006298,284,116290,6,5335323,48,554685,981,159030,3079,36305175,961261,37768292
21,Mexico,5759773,0,324768,0,5054809,0,380196,4798,43803,2470,15950212,121301,131492596
22,Ukraine,5011433,0,108538,0,N/A,N/A,N/A,177,115905,2510,19521252,451490,43237412
23,Malaysia,4494782,0,35647,0,4434195,0,24940,32,135591,1075,59642375,1799188,33149614
24,Thailand,4424750,5013,29847,33,4347638,5591,47265,1496,63093,426,17270775,246265,70130938
25,Austria,4240295,2935,18619,12,4181437,3857,40239,44,465787,2045,186968312,20538053,9103507
26,Belgium,4143408,0,31710,0,4001758,0,109940,92,354594,2714,34011375,2910703,11684936
27,Israel,4127026,0,10833,0,4098862,0,17331,150,442529,1162,41373364,4436346,9326000
28,Portugal,4066674,0,22583,0,N/A,N/A,N/A,61,401031,2227,42425003,4183704,10140537
29,South Africa,3935761,0,101002,0,3780159,0,54600,192,64816,1663,25108084,413494,60721721
30,Czechia,3918737,198,40277,2,3876828,149,1632,9,364652,3748,55378790,5153183,10746522
31,Canada,3851329,0,40706,0,3521441,0,289182,354,100380,1061,61740072,1609176,38367496
32,Philippines,3689457,176,60455,0,3626745,154,2257,480,32843,538,30074299,267715,112337122
33,Chile,3651076,0,57813,0,3488680,0,104583,136,187945,2976,38123516,1962470,19426290
34,Switzerland,3650661,0,13948,0,3584757,0,51956,45,416066,1590,21054092,2399538,8774226
35,Peru,3576640,0,213122,0,N/A,N/A,N/A,184,105693,6298,30481934,900773,33839763
36,Greece,3427857,0,29725,0,3350883,0,47249,149,331936,2878,82031870,7943536,10326871
37,DPRK,3064880,115980,68,0,2741470,192880,323342,0,117915,3,0,0,25992302
38,Denmark,2982089,518,6339,4,2968082,761,7668,11,511442,1087,127419881,21853101,5830746
39,Romania,2907210,434,65663,0,N/A,N/A,N/A,101,153049,3457,23065296,1214266,18995264
40,Sweden,2507948,0,18944,0,2481125,429,7879,7,245438,1854,18592451,1819531,10218267
41,Iraq,2327557,71,25218,0,2301309,127,1030,9,55514,601,18569054,442883,41927700
42,Serbia,2016002,291,16074,4,1993607,932,6321,9,232503,1854,9673849,1115671,8670881
43,Bangladesh,1953328,30,29130,0,1901600,215,22598,1259,11642,174,14098976,84028,167789957
44,Hungary,1917777,3080,46507,61,1841731,10928,29539,18,199477,4837,11394556,1185204,9614006
45,Slovakia,1788865,179,20088,5,1765895,441,2882,23,327353,3676,7141380,1306835,5464639
46,Jordan,1694216,0,14048,0,1678941,0,1227,124,162991,1351,16670254,1603750,10394545
47,Georgia,1655221,0,16811,0,1637293,0,1117,0,416439,4230,16920079,4256946,3974699
48,Taiwan,1558380,89389,1554,76,230878,30018,1325948,0,65209,65,17518995,733067,23898230
49,Ireland,1551835,0,7244,0,1527232,1057,17359,26,307781,1437,12203736,2420408,5042016
50,Pakistan,1529988,92,30379,0,1496123,0,3486,86,6681,133,28491832,124421,228996173
51,Norway,1431991,0,3094,0,N/A,N/A,N/A,20,260298,562,11002430,1999952,5501348
52,Kazakhstan,1305710,9,13661,0,1291885,0,164,24,68002,711,11575012,602830,19201122
53,Singapore,1278113,0,1378,0,1197084,0,79651,5,215269,232,23877882,4021680,5937290
54,Hong Kong,1211087,251,9372,2,N/A,N/A,N/A,5,159104,1231,44972952,5908227,7611920
55,Morocco,1166916,0,16075,0,1149788,0,1053,293,30922,426,11237010,297769,37737287
56,Bulgaria,1163806,0,37109,0,1044586,0,82111,40,169908,5418,9973767,1456101,6849639
57,Croatia,1135128,587,15973,3,1116260,168,2895,5,279764,3937,4867729,1199704,4057442
58,New Zealand,1122075,8247,1041,10,1069355,9641,51679,0,224321,208,71423774,14278758,5002100
59,Cuba,1105047,0,8529,0,1096218,0,300,23,97675,754,12920253,1142016,11313553
60,Lebanon,1098710,0,10420,0,1085985,0,2305,186,162346,1540,4795578,708598,6767700
61,Finland,1081225,0,4406,0,N/A,N/A,N/A,21,194570,793,10873312,1956693,5556984
62,Lithuania,1061927,137,9136,0,1035568,163,17223,9,400643,3447,9971358,3761984,2650558
63,Tunisia,1042362,0,28632,0,N/A,N/A,N/A,29,86486,2376,4618974,383244,12052313
64,Slovenia,1023588,393,6631,0,1011111,671,5846,6,492233,3189,2663708,1280950,2079478
65,Belarus,982867,0,6978,0,N/A,N/A,N/A,0,104079,739,13220483,1399963,9443450
66,Nepal,979091,4,11952,0,967011,9,128,0,32499,397,5691622,188921,30126986
67,Uruguay,916388,0,7227,0,901555,0,7606,18,262089,2067,6114822,1748851,3496479
68,Bolivia,907767,302,21945,0,866872,309,18950,220,75812,1833,2705422,225943,11973906
69,UAE,905841,373,2302,0,889609,347,13930,0,89543,228,161188059,15933635,10116214
70,Costa Rica,891038,0,8495,0,854426,0,28117,45,171948,1639,4575910,883035,5182023
71,Ecuador,874750,0,35617,0,N/A,N/A,N/A,759,48197,1962,2470170,136103,18149286
72,Guatemala,857197,0,17991,0,836451,0,2755,5,46231,970,4617656,249041,18541738
73,Panama,835921,0,8232,0,800234,0,27455,16,188139,1853,6156952,1385730,4443110
74,Latvia,827699,262,5818,1,819478,344,2403,7,448177,3150,7247944,3924571,1846812
75,Azerbaijan,792714,0,9710,0,782957,0,47,0,76874,942,6874348,666644,10311877
76,Saudi Arabia,764789,540,9135,1,749141,570,6513,82,21340,255,42409621,1183359,35838346
77,Sri Lanka,663779,0,16513,0,646941,0,325,0,30755,765,6486117,300521,21582910
78,Paraguay,650283,0,18885,0,624673,0,6725,4,89103,2588,2633737,360880,7298098
79,Kuwait,632781,0,2555,0,629695,0,531,4,144144,582,8098920,1844893,4389913
80,Myanmar,613238,0,19434,0,592221,0,1583,0,11130,353,8154072,147989,55099083
81,Palestine,582363,0,5356,0,576879,0,128,17,109355,1006,3078533,578079,5325451
82,Bahrain,582287,0,1484,0,576645,0,4158,3,321123,818,9823137,5417319,1813284
83,Dominican Republic,581647,0,4377,0,576469,0,801,6,52621,396,3327063,300997,11053480
84,Estonia,576047,0,2561,0,518188,0,55298,6,433698,1928,3368271,2535927,1328221
